player_name,player_short_name,player_id,player_birthdate,team_name,team_id,competition_name,competition_id,season_name,season_id,position_group,minutes_full_all,minutes_full_tip,minutes_full_otip,count_match,count_match_failed,total_distance_full_all,total_metersperminute_full_all,running_distance_full_all,hsr_distance_full_all,hsr_count_full_all,sprint_distance_full_all,sprint_count_full_all,hi_distance_full_all,hi_count_full_all,medaccel_count_full_all,highaccel_count_full_all,meddecel_count_full_all,highdecel_count_full_all,explacceltohsr_count_full_all,timetohsr_top3,explacceltosprint_count_full_all,timetosprint_top3,psv99,psv99_top5,total_distance_full_tip,total_metersperminute_full_tip,running_distance_full_tip,hsr_distance_full_tip,hsr_count_full_tip,sprint_distance_full_tip,sprint_count_full_tip,hi_distance_full_tip,hi_count_full_tip,medaccel_count_full_tip,highaccel_count_full_tip,meddecel_count_full_tip,highdecel_count_full_tip,explacceltohsr_count_full_tip,explacceltosprint_count_full_tip,total_distance_full_otip,total_metersperminute_full_otip,running_distance_full_otip,hsr_distance_full_otip,hsr_count_full_otip,sprint_distance_full_otip,sprint_count_full_otip,hi_distance_full_otip,hi_count_full_otip,medaccel_count_full_otip,highaccel_count_full_otip,meddecel_count_full_otip,highdecel_count_full_otip,explacceltohsr_count_full_otip,explacceltosprint_count_full_otip
Joe Lolley,J. Lolley,18573,1992-08-25,Sydney Football Club,869,AUS - A-League,61,2024/2025,95,Center Forward,81.61,26.49,18.81,3,0,9141.67,112.02,1122.0,481.67,46.67,207.33,10.33,689.0,57.0,90.67,6.33,76.33,11.33,2.33,,1.0,,28.73,28.73,3570.67,134.77,558.67,279.67,28.0,140.33,6.0,420.0,34.0,45.33,3.0,28.67,4.0,1.0,0.33,2717.0,144.48,396.0,154.67,14.67,50.67,2.67,205.33,17.33,20.33,1.67,20.33,2.67,0.0,0.0
Joe Lolley,J. Lolley,18573,1992-08-25,Sydney Football Club,869,AUS - A-League,61,2024/2025,95,Full Back,88.2,26.03,22.68,3,0,10256.0,116.28,1655.0,719.0,60.0,132.33,7.67,851.33,67.67,120.33,6.67,92.0,19.33,4.67,,1.33,,28.83,28.83,3532.0,135.67,631.33,310.67,27.67,80.0,4.67,390.67,32.33,44.67,2.33,29.67,5.0,1.33,0.67,3609.67,159.13,819.0,368.67,27.67,50.33,2.33,419.0,30.0,43.0,2.0,26.33,7.0,1.67,0.33
Joe Lolley,J. Lolley,18573,1992-08-25,Sydney Football Club,869,AUS - A-League,61,2024/2025,95,Midfield,83.23,23.96,23.25,2,0,9905.5,119.01,1528.5,482.5,47.0,89.5,5.0,572.0,52.0,95.0,5.5,81.0,9.0,4.0,,0.5,,27.45,27.45,3327.5,138.89,632.0,220.0,23.0,36.5,2.0,256.5,25.0,37.5,2.0,28.0,2.5,1.5,0.5,3770.0,162.15,735.0,244.0,21.5,42.0,2.0,286.0,23.5,33.5,2.0,28.0,2.5,1.0,0.0
Joe Lolley,J. Lolley,18573,1992-08-25,Sydney Football Club,869,AUS - A-League,61,2024/2025,95,Wide Attacker,93.84,28.99,20.62,15,0,10363.13,110.44,1583.8,614.0,57.2,165.27,9.27,779.27,66.47,109.4,7.2,87.47,14.53,4.47,0.76,0.93,1.38,28.31,30.2,3820.67,131.81,699.73,313.13,30.53,100.07,5.2,413.2,35.73,49.33,3.33,31.2,5.27,2.13,0.53,3254.93,157.88,701.6,254.67,21.47,50.73,2.6,305.4,24.07,31.13,1.67,23.67,3.4,0.87,0.13
Ben Folami,B. Folami,18811,1999-06-08,Adelaide United Football Club,866,AUS - A-League,61,2024/2025,95,Midfield,70.33,20.93,19.15,1,0,7377.0,104.89,856.0,494.0,44.0,143.0,10.0,637.0,54.0,86.0,7.0,76.0,15.0,5.0,,1.0,,28.0,28.0,2619.0,125.11,407.0,290.0,23.0,74.0,5.0,364.0,28.0,31.0,2.0,20.0,4.0,1.0,0.0,2574.0,134.41,364.0,169.0,16.0,55.0,3.0,224.0,19.0,33.0,2.0,29.0,5.0,2.0,0.0
Ben Folami,B. Folami,18811,1999-06-08,Adelaide United Football Club,866,AUS - A-League,61,2024/2025,95,Wide Attacker,74.65,23.03,19.99,10,0,8085.8,108.31,1089.9,521.6,53.3,213.2,10.3,734.8,63.6,94.2,6.9,75.1,16.4,5.1,0.71,1.5,1.43,29.19,30.28,3110.7,135.09,528.9,301.3,29.2,145.2,6.0,446.5,35.2,39.7,3.0,25.5,4.6,2.0,0.9,2697.2,134.93,456.8,185.4,19.2,55.7,2.5,241.1,21.7,31.6,1.9,23.3,5.5,1.3,0.2
Ryan Edmondson,R. Edmondson,18851,2001-05-20,Central Coast Mariners Football Club,870,AUS - A-League,61,2024/2025,95,Center Forward,73.07,21.16,24.37,5,0,8326.0,113.95,977.6,441.0,47.4,193.4,9.0,634.4,56.4,92.4,5.6,76.2,14.2,4.6,0.73,1.4,1.78,29.88,29.88,2668.4,126.09,361.6,176.0,20.4,107.4,5.2,283.4,25.6,31.4,2.0,20.4,3.4,1.2,0.4,3580.2,146.93,533.4,234.2,23.4,63.8,2.8,298.0,26.2,41.2,1.6,35.6,5.8,1.2,0.2
Brandon Borrello,B. Borrello,19052,1995-07-25,Western Sydney Wanderers FC,2902,AUS - A-League,61,2024/2025,95,Center Forward,92.77,25.8,25.62,24,0,10760.92,116.0,1417.12,682.75,67.04,290.08,15.62,972.83,82.67,106.67,9.88,87.96,16.21,7.62,0.57,2.33,1.16,30.16,31.36,3881.25,150.43,667.96,379.75,35.96,171.17,8.67,550.92,44.62,44.42,3.71,28.88,5.04,2.92,1.08,3719.0,145.15,591.38,240.58,24.79,93.96,4.75,334.54,29.54,32.88,2.38,27.92,4.21,1.75,0.38
Yonatan Cohen,Y. Cohen,22937,1996-06-29,Melbourne City FC,2380,AUS - A-League,61,2024/2025,95,Wide Attacker,86.45,26.14,21.65,13,0,9704.31,112.25,1346.85,617.08,58.31,190.46,10.92,807.54,69.23,101.46,6.15,76.08,19.0,4.69,0.73,2.08,1.36,28.21,29.0,3491.46,133.55,574.38,307.38,28.23,110.0,5.69,417.38,33.92,40.23,2.46,25.92,5.46,1.85,0.54,3265.62,150.83,626.23,253.77,23.85,63.92,3.15,317.69,27.0,32.62,1.92,21.85,5.69,1.31,0.62
Luis Felipe Gallegos Leiva,F. Gallegos,23418,1991-12-03,Auckland FC,4177,AUS - A-League,61,2024/2025,95,Midfield,87.19,20.92,24.01,22,0,11140.27,127.77,2210.45,815.86,63.36,155.18,8.95,971.05,72.32,105.14,3.27,92.77,10.05,1.95,0.75,0.45,1.39,27.35,29.34,3492.41,166.95,808.64,233.09,19.45,54.86,2.86,287.95,22.32,30.0,1.0,23.91,2.18,0.32,0.0,4424.36,184.27,1205.18,525.0,38.23,92.05,4.64,617.05,42.86,45.73,1.0,34.55,4.14,0.59,0.18
James Donachie,J. Donachie,23883,1993-05-14,Western United,1803,AUS - A-League,61,2024/2025,95,Central Defender,93.03,23.84,29.61,5,0,10699.2,115.0,1389.0,446.6,46.8,143.0,9.0,589.6,55.8,105.6,4.0,87.2,8.6,2.6,0.8,1.2,,29.2,29.2,3246.6,136.18,461.2,64.8,7.8,24.0,1.6,88.8,9.4,26.4,0.6,21.6,2.0,0.2,0.0,4532.0,153.06,746.0,338.8,32.2,105.2,6.2,444.0,38.4,49.0,2.0,37.6,3.8,1.0,0.4
Jason Geria,J. Geria,23884,1993-05-10,Melbourne Victory Football Club,868,AUS - A-League,61,2024/2025,95,Full Back,97.54,27.59,26.1,12,0,10688.0,109.57,1428.33,598.58,63.25,268.08,14.25,866.67,77.5,123.75,8.67,103.92,22.5,6.67,0.62,3.75,1.22,30.5,31.66,3592.75,130.23,547.83,182.83,19.17,83.92,4.33,266.75,23.5,35.33,2.08,28.42,5.5,1.33,0.83,3858.75,147.84,703.75,358.25,36.92,151.33,8.25,509.58,45.17,52.25,3.17,37.17,7.0,2.58,1.5
Brandon O'Neill,B. O'Neill,23892,1994-04-12,Perth Glory Football Club,871,AUS - A-League,61,2024/2025,95,Midfield,77.44,19.09,27.46,5,0,10047.2,129.74,1953.8,506.8,38.4,48.0,2.6,554.8,41.0,98.8,3.8,89.2,9.8,2.0,0.81,0.6,,25.5,25.5,2902.6,152.07,592.6,120.8,11.0,11.0,0.4,131.8,11.4,32.6,1.2,23.2,2.2,0.8,0.2,4741.0,172.65,1236.0,362.6,24.8,32.6,1.0,395.2,25.8,43.4,1.2,36.6,3.4,0.6,0.0
Kosta Barbarouses,K. Barbarouses,23909,1990-02-19,Wellington Phoenix FC,867,AUS - A-League,61,2024/2025,95,Center Forward,96.47,25.36,30.19,25,0,10510.96,108.95,1348.32,700.2,72.96,297.68,17.08,997.88,90.04,116.8,10.96,95.76,21.8,8.32,0.66,2.96,1.16,29.75,30.98,3468.84,136.76,560.08,341.36,36.0,184.96,9.44,526.32,45.44,43.96,3.48,27.36,5.28,2.44,1.24,4115.32,136.33,632.32,298.04,30.28,92.52,5.76,390.56,36.04,42.52,3.04,37.44,8.04,2.36,0.48
Kosta Barbarouses,K. Barbarouses,23909,1990-02-19,Wellington Phoenix FC,867,AUS - A-League,61,2024/2025,95,Wide Attacker,100.85,25.88,23.78,1,0,10605.0,105.16,1380.0,648.0,79.0,394.0,21.0,1042.0,100.0,119.0,13.0,95.0,25.0,10.0,,4.0,,30.3,30.3,3640.0,140.63,628.0,356.0,42.0,274.0,13.0,630.0,55.0,45.0,3.0,28.0,6.0,3.0,2.0,3217.0,135.26,525.0,232.0,29.0,89.0,4.0,321.0,33.0,34.0,2.0,25.0,9.0,1.0,0.0
Ben Garuccio,B. Garuccio,23922,1995-06-15,Western United,1803,AUS - A-League,61,2024/2025,95,Full Back,94.39,27.87,26.37,17,0,11211.59,118.78,1790.47,800.35,70.59,233.53,13.59,1033.88,84.18,121.71,7.53,102.06,21.29,5.47,0.61,2.06,1.33,28.84,30.4,3918.65,140.62,720.53,297.59,25.59,88.76,4.47,386.35,30.06,37.0,2.47,29.71,5.12,1.88,0.59,4101.18,155.52,827.35,431.24,37.24,124.53,6.82,555.76,44.06,51.18,2.76,34.41,7.71,1.76,0.82
Ryan Kitto,R. Kitto,23925,1994-08-09,Adelaide United Football Club,866,AUS - A-League,61,2024/2025,95,Full Back,98.29,28.36,26.44,18,0,10697.78,108.84,1434.17,580.0,58.61,214.94,12.22,794.94,70.83,117.06,7.83,101.61,20.11,5.44,0.62,1.78,1.33,28.84,30.06,3724.39,131.3,544.33,213.17,22.17,92.5,4.44,305.67,26.61,37.72,2.61,29.89,4.72,1.72,0.56,3839.72,145.24,703.56,314.5,29.72,104.94,5.44,419.44,35.17,48.56,2.67,35.33,7.39,2.06,0.67
Ryan Kitto,R. Kitto,23925,1994-08-09,Adelaide United Football Club,866,AUS - A-League,61,2024/2025,95,Wide Attacker,84.88,23.48,25.1,2,0,9989.5,117.7,1444.5,764.5,70.0,270.0,15.0,1034.5,85.0,105.5,6.5,90.5,21.0,5.5,,1.5,,28.5,28.5,3293.0,140.28,532.0,305.5,27.0,126.5,6.5,432.0,33.5,32.0,2.5,20.5,4.5,2.5,0.5,3890.5,155.0,783.5,403.0,36.0,111.5,7.0,514.5,43.0,45.0,2.0,34.5,10.0,1.5,0.0
Nikola Mileusnić,N. Mileusnić,23926,1993-07-17,Perth Glory Football Club,871,AUS - A-League,61,2024/2025,95,Center Forward,61.63,16.03,22.93,1,0,7980.0,129.48,1315.0,621.0,54.0,219.0,13.0,840.0,67.0,92.0,9.0,72.0,22.0,8.0,,2.0,,29.5,29.5,2608.0,162.66,428.0,414.0,28.0,136.0,9.0,550.0,37.0,32.0,3.0,16.0,5.0,3.0,1.0,3712.0,161.86,819.0,180.0,23.0,76.0,3.0,256.0,26.0,42.0,3.0,36.0,9.0,2.0,1.0
Nikola Mileusnić,N. Mileusnić,23926,1993-07-17,Perth Glory Football Club,871,AUS - A-League,61,2024/2025,95,Wide Attacker,73.6,19.06,24.03,7,0,8969.86,121.87,1416.86,672.0,66.43,269.43,13.57,941.43,80.0,104.86,9.0,81.0,22.0,6.86,0.66,2.43,1.28,30.91,31.44,2818.43,147.86,522.71,295.71,30.43,154.0,7.0,449.71,37.43,37.86,2.57,21.57,6.0,1.71,1.0,3773.86,157.06,782.57,336.71,29.29,94.86,4.43,431.57,33.71,41.86,2.86,31.29,7.14,2.29,0.57
Storm  Roux,S. Roux,23930,1993-01-13,Central Coast Mariners Football Club,870,AUS - A-League,61,2024/2025,95,Full Back,91.32,25.98,27.2,14,0,9746.36,106.73,1319.07,561.93,53.07,181.21,9.79,743.14,62.86,113.36,7.36,96.0,19.5,4.71,0.7,1.43,1.33,28.4,29.38,3236.43,124.56,502.36,196.43,18.0,72.86,3.64,269.29,21.64,36.71,1.86,28.79,4.71,1.07,0.36,3808.71,140.02,648.79,311.14,27.93,92.64,4.43,403.79,32.36,48.36,2.57,33.64,6.5,1.5,0.36
Anas Ouahim,A. Ouahim,25534,1997-09-23,Sydney Football Club,869,AUS - A-League,61,2024/2025,95,Midfield,84.98,24.97,19.53,12,0,10387.17,122.24,1844.92,595.17,49.25,94.0,6.08,689.17,55.33,103.25,4.5,84.67,11.83,3.25,0.79,0.67,1.61,26.72,27.5,3724.83,149.17,681.67,262.25,21.67,51.5,3.0,313.75,24.67,41.75,1.83,28.33,3.42,1.08,0.17,3563.83,182.46,977.67,302.92,23.92,36.58,1.58,339.5,25.5,33.33,1.25,25.83,3.17,0.92,0.17
Anas Ouahim,A. Ouahim,25534,1997-09-23,Sydney Football Club,869,AUS - A-League,61,2024/2025,95,Wide Attacker,73.61,25.7,14.17,3,0,8978.33,121.98,1435.33,493.67,44.0,86.67,6.33,580.33,50.33,85.67,3.67,68.67,15.33,1.0,,0.0,,27.63,27.63,3753.0,146.03,633.33,234.33,21.67,35.33,2.67,269.67,24.33,43.0,1.33,32.0,5.0,0.0,0.0,2602.67,183.65,672.33,233.67,20.33,44.67,2.67,278.33,23.0,23.33,1.33,14.67,3.67,0.33,0.0
Andreas  Kuen,A. Kuen,26095,1995-03-24,Melbourne City FC,2380,AUS - A-League,61,2024/2025,95,Center Forward,83.16,25.04,19.25,10,0,10102.7,121.49,1707.5,623.8,53.2,125.8,7.4,749.6,60.6,104.7,5.1,85.3,11.0,3.6,0.7,1.1,1.34,27.69,28.78,3826.9,152.82,735.7,269.3,23.4,63.3,3.1,332.6,26.5,43.3,1.9,29.0,3.2,1.2,0.3,3332.0,173.09,818.7,318.3,25.0,55.8,2.9,374.1,27.9,31.4,1.7,26.1,3.3,1.1,0.6
Andreas  Kuen,A. Kuen,26095,1995-03-24,Melbourne City FC,2380,AUS - A-League,61,2024/2025,95,Midfield,81.7,26.97,21.21,8,0,10480.5,128.28,1849.5,647.62,58.12,133.38,9.12,781.0,67.25,105.38,4.5,91.75,9.88,2.88,0.71,0.5,1.61,27.09,27.58,4144.62,153.67,770.62,285.75,24.88,63.62,3.88,349.38,28.75,41.5,1.75,32.88,3.38,0.88,0.12,3675.38,173.25,913.75,329.62,28.12,57.75,3.25,387.38,31.38,35.88,1.62,26.75,3.25,1.12,0.38
Andreas  Kuen,A. Kuen,26095,1995-03-24,Melbourne City FC,2380,AUS - A-League,61,2024/2025,95,Wide Attacker,86.18,28.9,21.05,1,0,10161.0,117.9,1528.0,621.0,58.0,219.0,9.0,840.0,67.0,120.0,6.0,101.0,16.0,6.0,,2.0,,29.4,29.4,4144.0,143.39,678.0,278.0,25.0,98.0,3.0,376.0,28.0,50.0,2.0,32.0,5.0,2.0,1.0,3319.0,157.67,737.0,312.0,30.0,112.0,4.0,424.0,34.0,39.0,2.0,29.0,6.0,2.0,1.0
James Jeggo,J. Jeggo,26105,1992-02-12,Melbourne City FC,2380,AUS - A-League,61,2024/2025,95,Midfield,80.43,24.3,20.33,3,0,10025.33,124.64,2095.67,370.0,31.0,33.0,2.0,403.0,33.0,88.0,2.33,82.33,6.67,2.0,0.91,0.33,,25.33,25.33,3713.67,152.83,754.33,66.67,6.33,2.0,0.0,68.67,6.33,25.0,0.0,23.0,1.33,0.0,0.0,3744.33,184.2,1184.67,292.0,22.33,30.33,0.67,322.33,23.0,39.0,0.67,31.67,3.33,0.67,0.0
Bart Vriends,B. Vriends,26766,1991-05-09,Adelaide United Football Club,866,AUS - A-League,61,2024/2025,95,Central Defender,98.78,27.62,26.58,23,1,10900.65,110.36,1546.0,447.96,39.39,98.96,5.96,546.91,45.35,117.61,5.04,90.09,12.35,3.13,0.67,0.57,1.39,27.6,29.28,3834.43,138.8,635.17,121.78,11.96,19.48,1.09,141.26,13.04,39.0,1.39,27.83,3.0,0.91,0.04,3894.22,146.48,694.52,281.3,23.04,70.74,3.35,352.04,26.39,45.96,1.96,32.43,3.57,0.87,0.22
Riku Danzaki,R. Danzaki,26844,2000-05-31,Western United,1803,AUS - A-League,61,2024/2025,95,Wide Attacker,82.14,23.07,24.33,26,0,9476.46,115.37,1401.42,651.08,64.15,229.69,12.96,880.77,77.12,105.08,8.77,89.15,19.62,6.46,0.59,1.58,1.24,29.58,32.02,3154.58,136.75,543.35,289.69,27.96,119.15,6.23,408.85,34.19,39.62,3.08,26.88,4.69,2.35,0.62,3639.23,149.58,717.19,318.88,30.19,99.5,5.08,418.38,35.27,38.04,2.77,30.92,7.0,2.0,0.54
Yuto Misao,Y. Misao,26920,1991-04-16,Perth Glory Football Club,871,AUS - A-League,61,2024/2025,95,Full Back,94.08,25.38,29.62,8,0,10776.12,114.55,1516.75,645.25,60.62,219.38,12.25,864.62,72.88,117.25,6.25,101.5,16.62,4.75,0.73,1.25,1.38,28.0,28.42,3591.88,141.51,580.38,244.5,23.0,91.12,4.25,335.62,27.25,38.88,2.25,29.5,4.0,1.62,0.5,4325.88,146.04,794.75,370.38,32.5,111.38,6.0,481.75,38.5,49.62,2.38,36.75,6.25,1.75,0.38
Hideki Ishige,H. Ishige,26969,1994-09-21,Wellington Phoenix FC,867,AUS - A-League,61,2024/2025,95,Center Forward,82.64,23.75,25.99,8,0,10035.75,121.44,1553.25,658.62,55.38,157.12,9.62,815.75,65.0,102.0,6.12,88.38,12.5,4.0,0.67,0.38,,27.71,28.1,3648.5,153.63,703.88,331.38,26.0,90.75,5.0,422.12,31.0,39.38,1.75,28.12,3.75,1.12,0.12,3879.38,149.27,709.12,276.25,25.12,54.88,3.38,331.12,28.5,38.25,2.0,34.25,4.38,1.25,0.0
Hideki Ishige,H. Ishige,26969,1994-09-21,Wellington Phoenix FC,867,AUS - A-League,61,2024/2025,95,Midfield,85.92,16.28,28.55,1,0,9754.0,113.53,1420.0,534.0,50.0,104.0,6.0,638.0,56.0,89.0,5.0,79.0,13.0,3.0,,1.0,,27.1,27.1,2418.0,148.5,456.0,245.0,20.0,45.0,3.0,290.0,23.0,30.0,1.0,16.0,4.0,1.0,0.0,4178.0,146.34,775.0,236.0,25.0,57.0,2.0,293.0,27.0,34.0,2.0,30.0,3.0,1.0,0.0
Hideki Ishige,H. Ishige,26969,1994-09-21,Wellington Phoenix FC,867,AUS - A-League,61,2024/2025,95,Wide Attacker,87.0,24.13,27.69,12,0,10276.08,118.12,1597.58,648.25,54.08,129.67,7.75,777.92,61.83,110.92,6.92,95.42,15.75,4.92,0.72,1.17,1.52,27.38,28.72,3467.67,143.68,629.58,282.25,24.17,76.17,4.08,358.42,28.25,40.83,2.0,28.0,3.33,1.42,0.33,4103.5,148.18,829.0,325.08,27.08,47.17,2.33,372.25,29.42,45.75,2.67,38.42,6.33,1.75,0.33
Takuya Okamoto,T. Okamoto,26981,1992-06-18,Perth Glory Football Club,871,AUS - A-League,61,2024/2025,95,Central Defender,97.02,26.65,28.88,1,0,10670.0,109.98,1294.0,482.0,44.0,70.0,4.0,552.0,48.0,123.0,4.0,96.0,10.0,3.0,,1.0,,27.3,27.3,3499.0,131.29,431.0,99.0,10.0,7.0,1.0,106.0,11.0,27.0,2.0,22.0,2.0,0.0,0.0,4317.0,149.46,706.0,326.0,27.0,60.0,2.0,386.0,29.0,60.0,2.0,38.0,4.0,2.0,1.0
Takuya Okamoto,T. Okamoto,26981,1992-06-18,Perth Glory Football Club,871,AUS - A-League,61,2024/2025,95,Full Back,87.08,21.69,29.83,3,0,9709.0,111.49,1337.67,611.33,53.0,149.67,9.33,761.0,62.33,117.0,9.33,104.0,20.67,5.67,0.81,1.0,,28.57,28.57,2896.0,133.49,419.33,201.0,20.67,78.33,3.67,279.33,24.33,34.33,3.33,26.67,3.33,2.33,0.33,4210.67,141.17,764.0,350.0,26.67,52.33,3.67,402.33,30.33,54.0,3.33,40.33,8.67,2.0,0.33
Hiroshi Ibusuki,H. Ibusuki,26994,1991-02-27,Western United,1803,AUS - A-League,61,2024/2025,95,Center Forward,87.21,24.74,25.83,24,0,9789.67,112.25,1229.04,444.33,37.54,47.88,3.38,492.21,40.92,94.46,5.62,81.83,10.25,3.04,0.7,0.12,,25.73,26.96,3312.33,133.87,541.54,220.71,17.5,28.92,1.5,249.62,19.0,37.0,1.88,23.96,3.46,0.58,0.0,3739.12,144.73,571.17,203.58,17.75,16.46,0.79,220.04,18.54,32.25,1.75,31.21,3.21,0.92,0.04
Kazuki Nagasawa,K. Nagasawa,27003,1991-12-16,Wellington Phoenix FC,867,AUS - A-League,61,2024/2025,95,Center Forward,79.27,21.79,23.98,3,0,9766.0,123.2,1655.67,492.0,43.33,120.33,6.0,612.33,49.33,94.0,4.0,80.67,8.33,2.67,0.83,0.67,,27.27,27.27,3556.67,163.23,757.33,286.67,24.33,87.33,3.33,374.0,27.67,42.0,1.67,25.33,2.67,1.33,0.33,3672.33,153.16,756.67,160.33,16.0,28.33,1.67,188.67,17.67,32.33,2.0,29.0,3.0,1.33,0.0
Kazuki Nagasawa,K. Nagasawa,27003,1991-12-16,Wellington Phoenix FC,867,AUS - A-League,61,2024/2025,95,Midfield,83.54,23.92,27.02,11,0,10061.36,120.44,1631.18,458.45,36.64,80.36,4.0,538.82,40.64,97.82,3.18,84.45,8.82,1.64,0.69,0.27,,26.1,27.74,3663.55,153.19,755.91,218.0,15.91,39.45,1.55,257.45,17.45,37.0,1.0,27.36,2.73,0.27,0.0,4040.91,149.55,767.91,219.91,18.73,33.64,1.64,253.55,20.36,43.64,0.91,35.18,3.18,0.55,0.0
Kazuki Nagasawa,K. Nagasawa,27003,1991-12-16,Wellington Phoenix FC,867,AUS - A-League,61,2024/2025,95,Wide Attacker,62.67,12.95,24.55,1,0,7776.0,124.09,1105.0,464.0,43.0,208.0,11.0,672.0,54.0,79.0,6.0,61.0,12.0,5.0,,2.0,,27.9,27.9,2034.0,157.07,346.0,248.0,24.0,154.0,8.0,402.0,32.0,24.0,1.0,12.0,2.0,1.0,0.0,3685.0,150.1,670.0,162.0,15.0,33.0,1.0,195.0,16.0,35.0,2.0,30.0,5.0,2.0,0.0
Leonardo de Souza Sena,Léo Sena,28293,1995-12-31,Sydney Football Club,869,AUS - A-League,61,2024/2025,95,Midfield,93.19,29.1,19.89,18,0,10292.67,110.45,1508.33,371.11,30.33,45.33,2.61,416.44,32.94,95.11,4.22,79.72,10.56,2.44,0.69,0.44,1.66,25.83,27.46,3934.39,135.21,600.11,124.17,11.22,13.83,0.44,138.0,11.67,39.67,1.78,31.11,2.78,0.94,0.17,3332.89,167.59,791.33,234.06,17.22,28.61,0.94,262.67,18.17,32.78,1.22,22.72,3.28,0.44,0.17
Nikolaos Vergos,N. Vergos,29075,1996-01-13,Melbourne Victory Football Club,868,AUS - A-League,61,2024/2025,95,Center Forward,77.21,22.13,18.86,19,0,8524.11,110.41,1148.05,477.89,48.11,142.26,8.95,620.16,57.05,90.68,6.63,74.95,14.53,4.79,0.64,1.26,1.38,28.22,29.82,3040.32,137.37,508.68,241.63,23.21,88.79,4.84,330.42,28.05,35.05,2.21,23.95,4.26,1.42,0.42,2814.63,149.21,514.16,200.89,19.58,44.21,3.0,245.11,22.58,27.47,1.89,22.05,3.79,1.42,0.37
Alfie McCalmont,A. McCalmont,29856,2000-03-25,Central Coast Mariners Football Club,870,AUS - A-League,61,2024/2025,95,Midfield,98.09,26.66,29.9,18,0,11567.06,117.92,1928.44,463.39,38.72,58.28,3.72,521.67,42.44,120.5,3.28,110.22,14.06,1.61,0.75,0.22,1.77,25.91,27.18,3785.72,141.98,723.72,126.78,11.22,13.44,0.67,140.22,11.89,37.67,0.78,31.56,3.28,0.17,0.0,4828.33,161.48,1070.89,316.33,25.22,41.0,1.67,357.33,26.89,55.17,1.06,44.17,5.83,0.61,0.06
Tommy Smith,T. Smith,31147,1990-03-31,Auckland FC,4177,AUS - A-League,61,2024/2025,95,Central Defender,99.48,24.15,26.34,12,0,9683.08,97.33,1055.08,368.75,33.0,103.83,5.5,472.58,38.5,105.67,4.92,84.67,11.08,3.0,0.7,0.58,1.73,28.15,29.34,2873.75,119.0,315.0,56.58,6.17,16.08,0.75,72.67,6.92,25.17,1.17,20.67,2.17,0.42,0.0,3626.42,137.65,562.25,266.5,22.92,79.5,3.25,346.0,26.17,47.17,2.0,32.75,3.42,1.33,0.25
Wellissol Santos de Oliveira,Wellissol,33001,1998-02-16,Newcastle United Jets FC,1805,AUS - A-League,61,2024/2025,95,Center Forward,63.38,18.49,20.91,2,0,7341.5,115.84,1130.5,491.5,53.5,173.5,10.5,665.0,64.0,84.5,11.5,70.0,15.5,8.5,,2.0,,29.8,29.8,2537.5,137.22,448.5,251.0,24.5,107.5,6.5,358.5,31.0,30.5,3.5,22.0,4.0,2.0,1.0,3012.0,144.06,588.0,224.5,25.0,32.0,2.5,256.5,27.5,31.5,4.0,26.5,4.5,3.5,0.5
Gabriel Cléùr,G. Cléùr,33430,1998-01-31,Western Sydney Wanderers FC,2902,AUS - A-League,61,2024/2025,95,Full Back,91.24,24.91,25.77,20,0,10631.9,116.53,1551.45,688.4,63.45,200.35,12.1,888.75,75.55,112.5,8.05,97.75,18.85,5.25,0.65,1.35,1.37,28.58,29.96,3559.95,142.9,597.05,276.3,26.25,97.35,5.1,373.65,31.35,35.6,2.85,28.15,4.75,1.85,0.6,3964.6,153.86,752.65,348.85,30.75,88.55,5.05,437.4,35.8,45.5,2.35,32.8,5.8,1.35,0.35
Nando Pijnaker,N. Pijnaker,33697,1999-02-25,Auckland FC,4177,AUS - A-League,61,2024/2025,95,Central Defender,97.29,23.5,25.57,26,0,9859.65,101.34,1096.46,395.5,35.92,106.58,6.19,502.08,42.12,101.0,4.58,82.5,9.04,3.35,0.66,1.38,1.43,28.08,30.08,2931.88,124.76,336.5,78.15,8.12,23.54,1.15,101.69,9.27,24.04,1.12,20.73,1.88,0.38,0.15,3619.58,141.56,589.0,273.92,23.42,72.92,3.62,346.85,27.04,44.88,1.92,31.04,3.31,1.5,0.69
Antonio Mikael Rodrigues Brito,Mikael Doka,34423,2000-01-24,Central Coast Mariners Football Club,870,AUS - A-League,61,2024/2025,95,Center Forward,96.55,28.09,26.14,7,0,10632.71,110.13,1360.0,495.14,48.86,207.43,9.43,702.57,58.29,94.43,5.29,81.14,9.57,4.14,0.72,2.0,1.43,29.3,30.34,3840.86,136.72,608.29,260.29,26.29,117.14,4.71,377.43,31.0,42.14,2.14,28.29,3.43,1.29,0.71,3771.29,144.3,646.29,209.43,20.29,81.29,3.43,290.71,23.71,33.57,1.86,29.71,2.71,1.14,0.43
Antonio Mikael Rodrigues Brito,Mikael Doka,34423,2000-01-24,Central Coast Mariners Football Club,870,AUS - A-League,61,2024/2025,95,Full Back,96.04,24.03,31.96,5,0,10410.6,108.4,1337.6,536.4,48.6,136.0,8.2,672.4,56.8,108.2,6.2,102.0,12.8,4.8,0.68,1.2,1.5,28.52,28.52,3191.2,132.8,507.2,260.8,21.6,65.8,4.0,326.6,25.6,32.0,2.4,25.8,3.6,2.0,0.6,4362.2,136.49,700.8,244.2,22.6,50.4,3.0,294.6,25.6,49.6,2.4,43.4,4.8,1.0,0.2
