index,match_id,frame_start,frame_end,time_start,time_end,minute_start,second_start,duration,period,attacking_side_id,team_in_possession_id,attacking_side,team_in_possession_shortname,n_player_possessions_in_phase,team_possession_loss_in_phase,team_possession_lead_to_goal,team_possession_lead_to_shot,team_in_possession_phase_type,team_in_possession_phase_type_id,team_out_of_possession_phase_type,team_out_of_possession_phase_type_id,x_start,y_start,channel_id_start,channel_start,third_id_start,third_start,penalty_area_start,x_end,y_end,channel_id_end,channel_end,third_id_end,third_end,penalty_area_end,team_in_possession_width_start,team_in_possession_width_end,team_in_possession_length_start,team_in_possession_length_end,team_out_of_possession_width_start,team_out_of_possession_width_end,team_out_of_possession_length_start,team_out_of_possession_length_end
87,1886347,8306,8548,13:49.6,14:13.8,13,49,24.2,1,2,4177,right_to_left,Auckland FC,8,False,False,False,create,1,medium_block,9,-19.94,34.69,1,wide_left,1,defensive_third,False,23.84,-22.4,5,wide_right,3,attacking_third,False,33.72,47.26,49.99,58.78,24.87,36.11,61.59,48.46
88,1886347,8548,8659,14:13.8,14:24.9,14,13,11.1,1,2,4177,right_to_left,Auckland FC,2,False,False,False,finish,2,low_block,8,23.85,-22.48,5,wide_right,3,attacking_third,False,6.02,-22.22,5,wide_right,2,middle_third,False,47.2,48.84,59.05,60.35,36.19,32.49,48.49,34.82
89,1886347,8659,8800,14:24.9,14:39.0,14,24,14.1,1,2,4177,right_to_left,Auckland FC,5,True,False,False,create,1,medium_block,9,4.84,-21.73,5,wide_right,2,middle_third,False,10.11,13.06,2,half_space_left,2,middle_third,False,48.98,60.07,60.3,51.02,32.54,34.87,35.2,44.3
90,1886347,8800,8825,14:39.0,14:41.5,14,39,2.5,1,1,1805,left_to_right,Newcastle,1,True,False,False,chaotic,5,chaotic,5,-10.15,-12.9,4,half_space_right,2,middle_third,False,0.19,-24.46,5,wide_right,2,middle_third,False,34.78,33.55,44.38,46.89,59.75,46.48,50.99,51.37
91,1886347,8825,8855,14:41.5,14:44.5,14,41,3.0,1,2,4177,right_to_left,Auckland FC,1,True,False,False,chaotic,5,chaotic,5,-0.08,24.92,1,wide_left,2,middle_third,False,14.26,18.66,2,half_space_left,2,middle_third,False,45.85,35.8,51.43,52.98,33.69,35.65,47.1,47.98
92,1886347,8855,8936,14:44.5,14:52.6,14,44,8.1,1,1,1805,left_to_right,Newcastle,5,True,False,False,create,1,medium_block,9,-14.42,-18.64,4,half_space_right,2,middle_third,False,6.19,-25.45,5,wide_right,2,middle_third,False,35.76,42.3,47.9,51.56,35.73,34.95,53.06,59.9
93,1886347,8936,8981,14:52.6,14:57.1,14,52,4.5,1,2,4177,right_to_left,Auckland FC,1,False,False,False,create,1,medium_block,9,-7.18,25.08,1,wide_left,2,middle_third,False,-19.22,10.66,2,half_space_left,1,defensive_third,False,34.96,39.12,59.89,53.26,42.08,35.6,51.8,53.5
94,1886347,8981,9131,14:57.1,15:12.1,14,57,15.0,1,2,4177,right_to_left,Auckland FC,3,False,False,False,build_up,0,high_block,10,-20.14,9.76,2,half_space_left,1,defensive_third,False,-20.07,-3.72,3,center,1,defensive_third,False,39.41,58.84,53.01,48.97,35.58,38.05,53.56,49.63
95,1886347,9131,9182,15:12.1,15:17.2,15,12,5.1,1,2,4177,right_to_left,Auckland FC,2,True,False,False,create,1,medium_block,9,-19.87,-3.19,3,center,1,defensive_third,False,12.52,21.71,1,wide_left,2,middle_third,False,58.91,56.99,48.95,55.56,38.06,37.96,49.58,45.59
96,1886347,9238,9285,15:22.8,15:27.5,15,22,4.7,1,1,1805,left_to_right,Newcastle,3,False,False,False,build_up,0,high_block,10,-36.25,-32.25,5,wide_right,1,defensive_third,False,-20.85,-11.91,4,half_space_right,1,defensive_third,False,42.45,42.11,48.08,46.32,45.91,31.21,70.76,68.41
97,1886347,9285,9289,15:27.5,15:27.9,15,27,0.4,1,1,1805,left_to_right,Newcastle,0,True,False,False,create,1,medium_block,9,-19.31,-11.52,4,half_space_right,1,defensive_third,False,-16.62,-10.52,4,half_space_right,2,middle_third,False,42.06,41.68,46.25,46.13,30.97,30.29,68.3,67.86
98,1886347,9289,9331,15:27.9,15:32.1,15,27,4.2,1,2,4177,right_to_left,Auckland FC,2,False,False,False,finish,2,low_block,8,16.45,10.31,2,half_space_left,2,middle_third,False,20.46,15.96,2,half_space_left,3,attacking_third,False,30.06,30.75,67.69,62.74,41.46,23.2,46.09,42.88
99,1886347,9396,9451,15:38.6,15:44.1,15,38,5.5,1,2,4177,right_to_left,Auckland FC,2,True,False,False,chaotic,5,chaotic,5,30.55,34.46,1,wide_left,3,attacking_third,False,43.66,30.15,1,wide_left,3,attacking_third,False,40.76,33.27,70.84,70.29,32.71,31.82,33.27,27.27
100,1886347,9451,9515,15:44.1,15:50.5,15,44,6.4,1,1,1805,left_to_right,Newcastle,1,True,False,False,chaotic,5,chaotic,5,-43.95,-29.96,5,wide_right,1,defensive_third,False,-10.0,-24.81,5,wide_right,2,middle_third,False,31.68,31.92,27.2,31.84,33.09,35.52,70.72,65.0
101,1886347,9515,9539,15:50.5,15:52.9,15,50,2.4,1,2,4177,right_to_left,Auckland FC,1,False,False,False,finish,2,low_block,8,9.55,24.61,1,wide_left,2,middle_third,False,5.13,6.17,3,center,2,middle_third,False,35.57,41.63,64.84,59.57,31.85,30.99,31.93,32.95
102,1886347,9539,9543,15:52.9,15:53.3,15,52,0.4,1,2,4177,right_to_left,Auckland FC,1,False,False,False,create,1,medium_block,9,5.07,5.52,3,center,2,middle_third,False,4.99,3.84,3,center,2,middle_third,False,42.19,43.81,59.33,58.64,30.98,30.98,32.94,32.87
103,1886347,9543,9568,15:53.3,15:55.8,15,53,2.5,1,2,4177,right_to_left,Auckland FC,2,False,False,False,finish,2,low_block,8,5.08,3.42,3,center,2,middle_third,False,5.72,-5.29,3,center,2,middle_third,False,44.34,55.66,58.4,56.48,30.99,32.57,32.81,32.89
104,1886347,9568,9594,15:55.8,15:58.4,15,55,2.6,1,2,4177,right_to_left,Auckland FC,1,False,False,False,create,1,medium_block,9,5.08,-5.69,3,center,2,middle_third,False,4.95,-10.35,4,half_space_right,2,middle_third,False,56.09,63.44,56.45,55.09,32.73,37.41,32.99,34.68
105,1886347,9594,9627,15:58.4,16:01.7,15,58,3.3,1,2,4177,right_to_left,Auckland FC,1,False,False,False,finish,2,low_block,8,5.46,-11.11,4,half_space_right,2,middle_third,False,6.36,-19.98,4,half_space_right,2,middle_third,False,63.53,63.12,55.04,53.81,37.6,44.7,34.76,35.98
106,1886347,9627,9686,16:01.7,16:07.6,16,1,5.9,1,2,4177,right_to_left,Auckland FC,2,True,False,False,create,1,medium_block,9,5.77,-19.18,4,half_space_right,2,middle_third,False,27.59,-11.55,4,half_space_right,3,attacking_third,False,63.05,53.96,53.74,59.24,44.81,33.62,36.09,34.21
107,1886347,9686,9721,16:07.6,16:11.1,16,7,3.5,1,1,1805,left_to_right,Newcastle,2,False,False,False,build_up,0,high_block,10,-27.98,11.54,2,half_space_left,1,defensive_third,False,-20.19,3.65,3,center,1,defensive_third,False,33.32,24.81,34.1,36.58,53.28,28.79,59.71,60.99
108,1886347,9721,9850,16:11.1,16:24.0,16,11,12.9,1,1,1805,left_to_right,Newcastle,2,True,False,False,create,1,medium_block,9,-19.84,3.72,3,center,1,defensive_third,False,7.74,-22.19,5,wide_right,2,middle_third,False,24.67,43.6,36.75,58.41,28.38,32.4,60.88,44.98
109,1886347,10087,10126,16:47.7,16:51.6,16,47,3.9,1,2,4177,right_to_left,Auckland FC,2,True,False,False,create,1,medium_block,9,-11.02,-9.28,4,half_space_right,2,middle_third,False,38.3,-13.54,4,half_space_right,3,attacking_third,True,56.78,47.46,52.97,73.57,46.69,48.88,47.68,48.94
110,1886347,10126,10196,16:51.6,16:58.6,16,51,7.0,1,1,1805,left_to_right,Newcastle,2,False,False,False,build_up,0,high_block,10,-39.24,13.38,2,half_space_left,1,defensive_third,False,-20.44,4.06,3,center,1,defensive_third,False,48.91,44.43,48.83,46.43,47.18,35.96,74.07,68.46
111,1886347,10196,10273,16:58.6,17:06.3,16,58,7.7,1,1,1805,left_to_right,Newcastle,1,True,False,False,create,1,medium_block,9,-19.7,2.12,3,center,1,defensive_third,False,3.98,-10.01,4,half_space_right,2,middle_third,False,44.32,45.57,46.4,53.9,35.98,31.81,68.22,59.59
112,1886347,10273,10410,17:06.3,17:20.0,17,6,13.7,1,2,4177,right_to_left,Auckland FC,2,True,False,False,transition,4,defending_transition,11,-4.09,10.06,2,half_space_left,2,middle_third,False,47.61,1.28,3,center,3,attacking_third,True,31.6,35.08,59.43,71.8,45.44,23.51,53.86,44.82
113,1886347,10410,10563,17:20.0,17:35.3,17,20,15.3,1,1,1805,left_to_right,Newcastle,3,False,False,False,build_up,0,high_block,10,-48.15,-0.9,3,center,1,defensive_third,False,-20.23,21.25,1,wide_left,1,defensive_third,False,23.64,57.6,44.88,49.67,35.0,30.97,72.0,64.72
114,1886347,10563,10590,17:35.3,17:38.0,17,35,2.7,1,1,1805,left_to_right,Newcastle,1,False,False,False,create,1,medium_block,9,-19.09,22.64,1,wide_left,1,defensive_third,False,-18.57,30.87,1,wide_left,1,defensive_third,False,57.48,56.94,49.74,51.16,30.96,35.37,64.61,63.74
115,1886347,10590,10624,17:38.0,17:41.4,17,38,3.4,1,1,1805,left_to_right,Newcastle,1,False,False,False,build_up,0,high_block,10,-20.08,30.55,1,wide_left,1,defensive_third,False,-20.15,13.59,2,half_space_left,1,defensive_third,False,56.99,56.09,51.15,51.13,35.48,28.54,63.71,61.33
116,1886347,10624,10683,17:41.4,17:47.3,17,41,5.9,1,1,1805,left_to_right,Newcastle,2,False,False,False,create,1,medium_block,9,-19.98,12.61,2,half_space_left,1,defensive_third,False,30.98,26.47,1,wide_left,3,attacking_third,False,56.06,48.77,51.13,65.95,28.42,27.92,61.0,61.41
117,1886347,10683,10754,17:47.3,17:54.4,17,47,7.1,1,1,1805,left_to_right,Newcastle,2,True,False,False,finish,2,low_block,8,31.48,27.05,1,wide_left,3,attacking_third,False,46.65,16.18,2,half_space_left,3,attacking_third,True,48.5,31.9,66.36,79.12,28.05,25.32,61.47,50.31
118,1886347,10754,10804,17:54.4,17:59.4,17,54,5.0,1,2,4177,right_to_left,Auckland FC,4,True,False,False,build_up,0,high_block,10,-46.05,-16.0,4,half_space_right,1,defensive_third,False,-34.99,-5.56,3,center,1,defensive_third,False,25.05,36.57,50.22,47.52,31.65,16.59,78.86,66.3
119,1886347,10804,10851,17:59.4,18:04.1,17,59,4.7,1,1,1805,left_to_right,Newcastle,2,True,False,True,finish,2,low_block,8,35.19,5.77,3,center,3,attacking_third,False,44.35,-2.06,3,center,3,attacking_third,True,16.44,17.93,66.22,67.56,36.84,32.18,47.55,46.45
120,1886347,11084,11133,18:27.4,18:32.3,18,27,4.9,1,2,4177,right_to_left,Auckland FC,2,False,False,False,build_up,0,high_block,10,-46.6,3.06,3,center,1,defensive_third,False,-21.06,20.7,1,wide_left,1,defensive_third,False,57.78,50.76,49.53,49.77,37.01,38.13,67.48,65.54
121,1886347,11133,11137,18:32.3,18:32.7,18,32,0.4,1,2,4177,right_to_left,Auckland FC,0,False,False,False,create,1,medium_block,9,-19.61,20.48,1,wide_left,1,defensive_third,False,-16.8,20.04,2,half_space_left,2,middle_third,False,50.49,49.57,49.75,49.58,38.12,38.07,65.39,64.75
122,1886347,11618,11645,19:20.8,19:23.5,19,20,2.7,1,2,4177,right_to_left,Auckland FC,2,False,False,False,create,1,medium_block,9,-16.52,20.65,1,wide_left,2,middle_third,False,-4.72,32.52,1,wide_left,2,middle_third,False,46.97,43.21,51.31,53.11,32.0,36.62,48.02,46.91
123,1886347,11645,11669,19:23.5,19:25.9,19,23,2.4,1,2,4177,right_to_left,Auckland FC,1,True,False,False,direct,6,defending_direct,15,-3.83,32.38,1,wide_left,2,middle_third,False,27.81,26.73,1,wide_left,3,attacking_third,False,43.1,40.15,53.62,65.48,36.79,36.34,46.87,47.81
124,1886347,11669,11774,19:25.9,19:36.4,19,25,10.5,1,1,1805,left_to_right,Newcastle,3,False,False,False,build_up,0,high_block,10,-28.61,-26.48,5,wide_right,1,defensive_third,False,-20.07,-22.13,5,wide_right,1,defensive_third,False,36.26,28.62,47.78,38.09,39.84,28.05,65.92,64.77
125,1886347,11774,11778,19:36.4,19:36.8,19,36,0.4,1,1,1805,left_to_right,Newcastle,0,False,False,False,create,1,medium_block,9,-19.56,-21.76,5,wide_right,1,defensive_third,False,-19.74,-21.09,5,wide_right,1,defensive_third,False,28.5,28.16,37.98,37.68,27.97,27.68,64.7,64.5
126,1886347,11778,11840,19:36.8,19:43.0,19,36,6.2,1,1,1805,left_to_right,Newcastle,2,False,False,False,build_up,0,high_block,10,-20.3,-20.9,5,wide_right,1,defensive_third,False,-20.39,16.2,2,half_space_left,1,defensive_third,False,28.05,37.74,37.59,47.04,27.6,35.12,64.43,60.6
127,1886347,11840,11857,19:43.0,19:44.7,19,43,1.7,1,1,1805,left_to_right,Newcastle,2,True,False,False,create,1,medium_block,9,-19.86,16.69,2,half_space_left,1,defensive_third,False,-17.26,24.84,1,wide_left,2,middle_third,False,37.98,43.04,47.25,49.64,35.49,40.68,60.58,61.36
128,1886347,11857,11879,19:44.7,19:46.9,19,44,2.2,1,2,4177,right_to_left,Auckland FC,1,False,False,False,finish,2,low_block,8,16.47,-25.23,5,wide_right,2,middle_third,False,5.93,-30.35,5,wide_right,2,middle_third,False,40.99,45.51,61.42,61.93,43.42,48.63,49.75,51.09
129,1886347,11879,12012,19:46.9,20:00.2,19,46,13.3,1,2,4177,right_to_left,Auckland FC,4,True,False,False,create,1,medium_block,9,5.37,-30.31,5,wide_right,2,middle_third,False,30.2,17.13,2,half_space_left,3,attacking_third,False,45.4,53.04,61.9,65.23,48.61,38.82,51.11,47.29
130,1886347,12012,12069,20:00.2,20:05.9,20,0,5.7,1,1,1805,left_to_right,Newcastle,2,True,False,False,chaotic,5,chaotic,5,-30.62,-16.89,4,half_space_right,1,defensive_third,False,-25.92,-36.68,5,wide_right,1,defensive_third,False,38.59,34.04,47.43,46.57,52.73,41.09,65.57,63.26
131,1886347,12140,12212,20:13.0,20:20.2,20,13,7.2,1,2,4177,right_to_left,Auckland FC,3,True,False,True,finish,2,low_block,8,26.04,34.43,1,wide_left,3,attacking_third,False,46.99,0.62,3,center,3,attacking_third,True,37.59,33.79,61.82,65.34,30.2,27.44,43.35,39.09
132,1886347,12212,12413,20:20.2,20:40.3,20,20,20.1,1,1,1805,left_to_right,Newcastle,2,True,False,False,create,1,medium_block,9,-48.7,0.58,3,center,1,defensive_third,False,-7.89,-29.77,5,wide_right,2,middle_third,False,27.41,45.05,39.13,47.4,33.69,33.71,65.2,65.49
133,1886347,12413,12414,20:40.3,20:40.4,20,40,0.1,1,2,4177,right_to_left,Auckland FC,1,False,False,False,finish,2,low_block,8,6.8,30.08,1,wide_left,2,middle_third,False,6.8,30.08,1,wide_left,2,middle_third,False,33.57,33.57,65.48,65.48,44.94,44.94,47.39,47.39
134,1886347,12414,12468,20:40.4,20:45.8,20,40,5.4,1,2,4177,right_to_left,Auckland FC,1,False,False,False,create,1,medium_block,9,5.79,30.21,1,wide_left,2,middle_third,False,-18.87,27.26,1,wide_left,1,defensive_third,False,33.43,41.25,65.48,60.61,44.82,37.64,47.38,53.31
135,1886347,12468,12642,20:45.8,21:03.2,20,45,17.4,1,2,4177,right_to_left,Auckland FC,5,False,False,False,build_up,0,high_block,10,-20.06,25.68,1,wide_left,1,defensive_third,False,-20.22,17.98,2,half_space_left,1,defensive_third,False,41.39,63.53,60.3,43.76,37.52,40.39,53.7,49.39
136,1886347,12642,12736,21:03.2,21:12.6,21,3,9.4,1,2,4177,right_to_left,Auckland FC,5,False,False,False,create,1,medium_block,9,-19.83,18.2,2,half_space_left,1,defensive_third,False,23.32,22.43,1,wide_left,3,attacking_third,False,63.49,50.21,43.95,55.83,40.34,34.61,49.3,52.47
137,1886347,12736,12855,21:12.6,21:24.5,21,12,11.9,1,2,4177,right_to_left,Auckland FC,4,True,False,False,finish,2,low_block,8,23.85,22.39,1,wide_left,3,attacking_third,False,43.37,1.4,3,center,3,attacking_third,True,49.8,44.77,56.18,62.98,34.47,23.51,52.53,45.34
138,1886347,13006,13083,21:39.6,21:47.3,21,39,7.7,1,1,1805,left_to_right,Newcastle,1,True,False,False,create,1,medium_block,9,,,2,half_space_left,2,middle_third,False,28.6,5.08,3,center,3,attacking_third,False,,43.9,,67.2,,38.83,,47.16
139,1886347,13083,13111,21:47.3,21:50.1,21,47,2.8,1,2,4177,right_to_left,Auckland FC,1,False,False,False,chaotic,5,chaotic,5,-28.61,-5.43,3,center,1,defensive_third,False,-25.94,-15.74,4,half_space_right,1,defensive_third,False,38.91,40.1,46.82,51.81,43.91,44.85,67.55,64.4
140,1886347,13111,13145,21:50.1,21:53.5,21,50,3.4,1,2,4177,right_to_left,Auckland FC,1,True,False,False,direct,6,defending_direct,15,-25.07,-16.48,4,half_space_right,1,defensive_third,False,14.7,-17.2,4,half_space_right,2,middle_third,False,40.3,34.59,51.9,49.92,44.76,38.04,64.07,58.25
141,1886347,13145,13156,21:53.5,21:54.6,21,53,1.1,1,1,1805,left_to_right,Newcastle,1,True,False,False,chaotic,5,chaotic,5,-14.61,17.16,2,half_space_left,2,middle_third,False,-2.83,18.62,2,half_space_left,2,middle_third,False,37.81,35.3,58.14,56.72,34.27,31.07,50.46,54.11
142,1886347,13156,13200,21:54.6,21:59.0,21,54,4.4,1,2,4177,right_to_left,Auckland FC,2,False,False,False,create,1,medium_block,9,2.52,-18.84,4,half_space_right,2,middle_third,False,7.17,-29.15,5,wide_right,2,middle_third,False,30.75,42.27,54.25,57.36,35.01,34.09,56.54,50.7
143,1886347,13200,13207,21:59.0,21:59.7,21,59,0.7,1,2,4177,right_to_left,Auckland FC,1,False,False,False,finish,2,low_block,8,6.44,-28.95,5,wide_right,2,middle_third,False,5.15,-28.57,5,wide_right,2,middle_third,False,42.45,43.81,57.41,57.29,34.17,34.35,50.46,48.84
144,1886347,13207,13255,21:59.7,22:04.5,21,59,4.8,1,2,4177,right_to_left,Auckland FC,2,False,False,False,create,1,medium_block,9,5.1,-28.56,5,wide_right,2,middle_third,False,20.15,-32.52,5,wide_right,3,attacking_third,False,44.07,48.88,57.22,54.36,34.35,38.35,48.56,40.14
145,1886347,13255,13285,22:04.5,22:07.5,22,4,3.0,1,2,4177,right_to_left,Auckland FC,1,False,False,False,finish,2,low_block,8,20.58,-32.24,5,wide_right,3,attacking_third,False,37.91,-33.13,5,wide_right,3,attacking_third,False,48.71,43.58,54.41,64.16,38.29,35.66,40.1,39.03
146,1886347,13889,13919,23:07.9,23:10.9,23,7,3.0,1,2,4177,right_to_left,Auckland FC,2,False,False,True,set_play,7,defending_set_play,13,35.25,-30.25,5,wide_right,3,attacking_third,False,50.07,4.92,3,center,3,attacking_third,True,43.05,34.42,62.65,70.22,31.63,26.38,10.79,15.06
147,1886347,14280,14450,23:47.0,24:04.0,23,47,17.0,1,2,4177,right_to_left,Auckland FC,6,False,False,False,set_play,7,defending_set_play,13,51.17,32.25,1,wide_left,3,attacking_third,False,5.92,-21.3,5,wide_right,2,middle_third,False,41.87,34.01,71.75,65.82,26.96,30.96,9.76,31.27
148,1886347,14450,14715,24:04.0,24:30.5,24,4,26.5,1,2,4177,right_to_left,Auckland FC,8,False,False,False,create,1,medium_block,9,4.73,-20.74,5,wide_right,2,middle_third,False,-14.06,-10.44,4,half_space_right,2,middle_third,False,34.47,55.96,65.77,52.11,31.12,36.3,31.57,50.01
149,1886347,14715,14747,24:30.5,24:33.7,24,30,3.2,1,2,4177,right_to_left,Auckland FC,1,False,False,False,direct,6,defending_direct,15,-13.42,-11.08,4,half_space_right,2,middle_third,False,21.95,-23.81,5,wide_right,3,attacking_third,False,56.18,46.66,52.23,59.04,36.32,35.49,50.22,54.07
150,1886347,14747,14777,24:33.7,24:36.7,24,33,3.0,1,2,4177,right_to_left,Auckland FC,1,False,False,False,create,1,medium_block,9,21.92,-23.68,5,wide_right,3,attacking_third,False,15.56,-13.71,4,half_space_right,2,middle_third,False,46.27,40.94,58.87,57.76,35.42,27.42,54.08,52.25
151,1886347,14777,14880,24:36.7,24:47.0,24,36,10.3,1,2,4177,right_to_left,Auckland FC,3,False,False,False,finish,2,low_block,8,15.75,-13.52,4,half_space_right,2,middle_third,False,-49.71,-25.7,5,wide_right,1,defensive_third,False,41.02,37.58,57.98,34.54,27.17,50.67,52.15,73.66
152,1886347,14880,14891,24:47.0,24:48.1,24,47,1.1,1,2,4177,right_to_left,Auckland FC,1,True,False,False,chaotic,5,chaotic,5,49.7,25.91,1,wide_left,3,attacking_third,False,49.93,27.93,1,wide_left,3,attacking_third,False,50.63,50.09,73.98,75.37,37.84,38.02,34.4,33.35
153,1886347,15196,15225,25:18.6,25:21.5,25,18,2.9,1,1,1805,left_to_right,Newcastle,1,False,False,False,direct,6,defending_direct,15,-45.73,-1.55,3,center,1,defensive_third,False,-5.98,-28.42,5,wide_right,2,middle_third,False,50.84,44.92,50.63,51.19,33.46,34.98,67.04,62.14
154,1886347,15225,15275,25:21.5,25:26.5,25,21,5.0,1,1,1805,left_to_right,Newcastle,3,False,False,False,create,1,medium_block,9,-5.11,-28.35,5,wide_right,2,middle_third,False,3.76,-36.58,5,wide_right,2,middle_third,False,44.76,46.01,51.3,53.44,35.12,37.84,61.99,56.51
155,1886347,15460,15479,25:45.0,25:46.9,25,45,1.9,1,1,1805,left_to_right,Newcastle,1,True,False,False,chaotic,5,chaotic,5,,,2,half_space_left,2,middle_third,False,19.35,-29.07,5,wide_right,3,attacking_third,False,,32.23,,48.69,,28.33,,45.07
156,1886347,15479,15480,25:46.9,25:47.0,25,46,0.1,1,2,4177,right_to_left,Auckland FC,1,False,False,True,create,1,medium_block,9,-19.89,28.89,1,wide_left,1,defensive_third,False,-19.89,28.89,1,wide_left,1,defensive_third,False,28.46,28.46,45.06,45.06,32.14,32.14,48.76,48.76
157,1886347,15480,15572,25:47.0,25:56.2,25,47,9.2,1,2,4177,right_to_left,Auckland FC,3,False,False,True,build_up,0,high_block,10,-20.43,28.76,1,wide_left,1,defensive_third,False,-20.12,-15.24,4,half_space_right,1,defensive_third,False,28.61,57.95,45.02,48.82,32.05,35.72,48.87,65.87
158,1886347,15572,15626,25:56.2,26:01.6,25,56,5.4,1,2,4177,right_to_left,Auckland FC,2,False,False,True,create,1,medium_block,9,-19.61,-15.14,4,half_space_right,1,defensive_third,False,-18.96,-29.88,5,wide_right,1,defensive_third,False,57.88,53.72,48.93,51.64,35.54,36.44,65.64,55.87
159,1886347,15626,15708,26:01.6,26:09.8,26,1,8.2,1,2,4177,right_to_left,Auckland FC,3,False,False,True,build_up,0,high_block,10,-20.06,-29.42,5,wide_right,1,defensive_third,False,-20.06,25.03,1,wide_left,1,defensive_third,False,53.63,59.5,51.59,51.71,36.31,40.38,56.06,58.02
160,1886347,15708,15939,26:09.8,26:32.9,26,9,23.1,1,2,4177,right_to_left,Auckland FC,6,False,False,True,create,1,medium_block,9,-18.46,25.73,1,wide_left,1,defensive_third,False,16.31,32.1,1,wide_left,2,middle_third,False,59.38,56.82,51.78,56.63,40.59,41.8,57.86,38.82
161,1886347,15939,15970,26:32.9,26:36.0,26,32,3.1,1,2,4177,right_to_left,Auckland FC,1,False,False,True,finish,2,low_block,8,16.55,32.12,1,wide_left,2,middle_third,False,6.57,23.59,1,wide_left,2,middle_third,False,56.6,52.65,56.97,61.15,41.87,37.59,38.74,34.2
162,1886347,15970,16046,26:36.0,26:43.6,26,36,7.6,1,2,4177,right_to_left,Auckland FC,2,False,False,True,create,1,medium_block,9,5.53,22.62,1,wide_left,2,middle_third,False,20.81,-31.85,5,wide_right,3,attacking_third,False,52.79,62.02,61.17,56.9,37.4,42.28,34.21,45.29
163,1886347,16046,16316,26:43.6,27:10.6,26,43,27.0,1,2,4177,right_to_left,Auckland FC,7,False,False,True,finish,2,low_block,8,21.12,-32.2,5,wide_right,3,attacking_third,False,49.47,16.82,2,half_space_left,3,attacking_third,True,61.74,31.4,56.96,71.37,42.37,26.87,45.15,23.84
164,1886347,16677,16811,27:46.7,28:00.1,27,46,13.4,1,2,4177,right_to_left,Auckland FC,6,True,False,False,set_play,7,defending_set_play,13,51.86,32.64,1,wide_left,3,attacking_third,False,47.23,7.09,3,center,3,attacking_third,True,43.83,30.82,74.21,73.68,28.56,22.46,9.52,8.32
165,1886347,16811,16852,28:00.1,28:04.2,28,0,4.1,1,1,1805,left_to_right,Newcastle,2,True,False,False,chaotic,5,chaotic,5,-47.28,-5.91,3,center,1,defensive_third,False,-40.59,-25.3,5,wide_right,1,defensive_third,False,22.13,18.5,8.21,17.97,30.74,28.46,74.06,68.98
166,1886347,16912,16976,28:10.2,28:16.6,28,10,6.4,1,2,4177,right_to_left,Auckland FC,3,True,False,False,finish,2,low_block,8,39.86,33.88,1,wide_left,3,attacking_third,False,42.93,6.77,3,center,3,attacking_third,True,38.77,32.73,64.53,68.85,27.81,27.89,24.75,19.89
167,1886347,17324,17370,28:51.4,28:56.0,28,51,4.6,1,1,1805,left_to_right,Newcastle,3,False,False,False,build_up,0,high_block,10,-47.63,1.22,3,center,1,defensive_third,False,-41.74,-20.08,4,half_space_right,1,defensive_third,False,61.82,57.97,49.41,49.64,40.39,35.67,69.11,71.8
168,1886347,17370,17392,28:56.0,28:58.2,28,56,2.2,1,1,1805,left_to_right,Newcastle,1,True,False,False,direct,6,defending_direct,15,-40.94,-20.04,4,half_space_right,1,defensive_third,False,-8.13,-12.22,4,half_space_right,2,middle_third,False,57.81,50.92,49.59,44.61,35.46,31.73,71.63,67.44
169,1886347,17392,17468,28:58.2,29:05.8,28,58,7.6,1,2,4177,right_to_left,Auckland FC,2,False,False,False,finish,2,low_block,8,7.43,12.13,2,half_space_left,2,middle_third,False,13.58,28.02,1,wide_left,2,middle_third,False,31.6,39.89,67.3,59.5,50.52,35.79,44.3,38.26
170,1886347,17468,17674,29:05.8,29:26.4,29,5,20.6,1,2,4177,right_to_left,Auckland FC,9,False,False,False,create,1,medium_block,9,13.36,27.92,1,wide_left,2,middle_third,False,21.57,22.53,1,wide_left,3,attacking_third,False,40.01,43.08,59.5,58.03,35.8,31.9,38.17,40.28
171,1886347,17674,17741,29:26.4,29:33.1,29,26,6.7,1,2,4177,right_to_left,Auckland FC,1,True,False,False,finish,2,low_block,8,22.35,23.44,1,wide_left,3,attacking_third,False,44.94,-25.93,5,wide_right,3,attacking_third,False,42.94,51.53,58.31,72.22,31.82,45.71,40.18,38.65
172,1886347,17741,17749,29:33.1,29:33.9,29,33,0.8,1,1,1805,left_to_right,Newcastle,1,False,False,False,chaotic,5,chaotic,5,-45.08,26.69,1,wide_left,1,defensive_third,False,-46.09,31.54,1,wide_left,1,defensive_third,False,46.19,48.79,38.76,39.5,51.91,53.99,72.13,71.59
173,1886347,17853,17882,29:44.3,29:47.2,29,44,2.9,1,1,1805,left_to_right,Newcastle,2,True,False,False,chaotic,5,chaotic,5,-50.85,33.8,1,wide_left,1,defensive_third,False,-17.01,31.26,1,wide_left,2,middle_third,False,38.43,35.76,37.24,33.89,34.56,31.06,71.29,66.69
174,1886347,17882,17904,29:47.2,29:49.4,29,47,2.2,1,2,4177,right_to_left,Auckland FC,1,False,False,False,finish,2,low_block,8,16.47,-31.2,5,wide_right,2,middle_third,False,5.91,-24.56,5,wide_right,2,middle_third,False,30.98,33.34,66.6,63.28,36.07,37.94,33.69,33.57
